CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4430,Female,1,Yes,No,60,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No,Two Year,Yes,Credit card (automatic),24.788566103372204,1013.0595882874023,0
4431,Female,1,No,No,17,No,No phone service,No,Yes,Yes,No,Yes,No,Yes,One Year,Yes,Bank transfer (automatic),85.87189733933943,6470.925740244993,0
4432,Female,0,No,No,20,No,No phone service,DSL,No,Yes,No,Yes,Yes,No internet service,One Year,No,Mailed check,63.114926263335605,3556.6499212969397,0
4433,Female,0,No,No,56,No,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,Yes,Two Year,Yes,Electronic check,116.61762396074377,1229.2127157244659,0
4434,Male,0,Yes,Yes,28,Yes,No,No,No,No internet service,Yes,No,No internet service,No,One Year,No,Credit card (automatic),57.30609167484648,864.3673353443154,1
4435,Male,1,Yes,Yes,71,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two Year,No,Bank transfer (automatic),57.75486767920275,5198.179336781737,1
4436,Male,0,Yes,No,12,Yes,No,No,No,No internet service,No internet service,No internet service,No,No,Month-to-Month,Yes,Bank transfer (automatic),66.67604642547127,1387.1923770777626,1
4437,Male,1,Yes,No,35,Yes,Yes,No,No,Yes,Yes,No internet service,Yes,No,One Year,Yes,Mailed check,56.531104111220515,1241.5850599760186,1
4438,Female,0,No,No,56,Yes,No,DSL,No,No internet service,No,No,No,No,Month-to-Month,Yes,Electronic check,119.99829918636593,6287.981656271018,1
4439,Male,1,No,No,16,No,No phone service,DSL,No,Yes,No internet service,Yes,No,Yes,Month-to-Month,No,Bank transfer (automatic),92.19655480346495,5159.551204752696,1
4440,Male,1,Yes,No,56,No,No phone service,Fiber optic,Yes,Yes,No,No internet service,No,Yes,One Year,Yes,Bank transfer (automatic),52.93941733732749,6000.253526901375,0
4441,Male,0,No,Yes,47,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No,Yes,Yes,One Year,No,Credit card (automatic),93.20966234511378,4371.7299481797345,1
4442,Female,0,Yes,Yes,43,Yes,No phone service,No,No internet service,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank transfer (automatic),112.43004424460662,5789.962993022324,1
4443,Female,0,No,Yes,9,No,No phone service,No,No internet service,Yes,No internet service,No internet service,No internet service,No,Month-to-Month,Yes,Credit card (automatic),50.55493030134089,7880.370016551584,0
4444,Female,1,Yes,Yes,20,No,No phone service,DSL,No,Yes,Yes,No internet service,No,No internet service,One Year,Yes,Electronic check,51.423170282680104,4041.336875298697,0
4445,Male,0,No,No,15,No,No phone service,No,No internet service,No,No internet service,No,No internet service,Yes,One Year,Yes,Electronic check,49.00400251389485,5981.325365383162,1
4446,Female,0,Yes,Yes,61,Yes,No,DSL,No internet service,No,No internet service,No,Yes,No internet service,Month-to-Month,No,Bank transfer (automatic),108.93621594288122,4481.057733266707,1
4447,Male,1,Yes,No,42,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,Yes,No,Two Year,No,Electronic check,112.26701428561526,3168.865835083227,0
4448,Female,1,Yes,No,28,No,No,DSL,No internet service,No internet service,No internet service,Yes,Yes,No internet service,Month-to-Month,No,Mailed check,79.49183873594845,370.8160799570556,0
4449,Male,1,No,No,33,No,No phone service,DSL,No,Yes,No internet service,No internet service,No,No,One Year,Yes,Electronic check,30.20266680430535,4234.481308775261,1
4450,Female,0,No,Yes,17,No,No phone service,DSL,Yes,No internet service,Yes,Yes,No,No,One Year,No,Bank transfer (automatic),106.21975433440342,7347.62691261308,1
4451,Male,1,Yes,No,24,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No internet service,No internet service,Two Year,No,Bank transfer (automatic),67.94149292670451,4275.0344996272315,1
4452,Male,1,Yes,No,57,Yes,No,No,Yes,No internet service,No,No internet service,No,No,Two Year,Yes,Electronic check,35.84650490566648,4623.147737747163,1
4453,Male,0,Yes,Yes,36,No,No,Fiber optic,No internet service,No internet service,Yes,No internet service,No,Yes,Month-to-Month,No,Bank transfer (automatic),45.92539386801299,3870.7520344812924,1
4454,Male,0,No,No,30,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,No,No,Month-to-Month,Yes,Electronic check,83.67185247434256,1106.9948297475507,0
4455,Female,1,Yes,No,23,Yes,No phone service,DSL,No internet service,Yes,No,Yes,No internet service,No internet service,Two Year,Yes,Mailed check,114.97691667198129,4271.951777809602,1
4456,Female,0,Yes,Yes,1,Yes,No,DSL,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-Month,No,Credit card (automatic),100.68105489654928,5792.030815648269,1
4457,Female,1,No,No,68,Yes,Yes,DSL,No internet service,Yes,No internet service,No,Yes,Yes,One Year,Yes,Bank transfer (automatic),40.34962446585846,2064.735575524196,1
4458,Female,0,No,Yes,35,Yes,Yes,No,No internet service,No internet service,Yes,No internet service,No,No internet service,One Year,Yes,Credit card (automatic),54.45959809519218,722.8670963862377,0
4459,Female,1,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,Yes,Yes,No internet service,Two Year,Yes,Mailed check,30.41722451280843,180.41878473678403,0
4460,Male,1,Yes,No,38,Yes,No phone service,DSL,Yes,No internet service,No internet service,No,No,No internet service,Month-to-Month,Yes,Bank transfer (automatic),117.32775332926812,7918.913952508973,1
4461,Female,1,Yes,Yes,50,Yes,No phone service,No,No,No,No internet service,Yes,No,Yes,One Year,Yes,Electronic check,103.5712410684519,493.05439162846335,0
4462,Male,0,Yes,Yes,64,Yes,No phone service,DSL,No,No,No internet service,Yes,Yes,Yes,Two Year,No,Credit card (automatic),98.66937987777098,2271.2757391983464,0
4463,Female,1,No,Yes,21,No,Yes,Fiber optic,No internet service,No internet service,No,No,No internet service,No internet service,Two Year,No,Mailed check,36.91949009531949,5615.682904988971,1
4464,Male,1,Yes,Yes,2,No,No phone service,No,No internet service,Yes,Yes,No internet service,No internet service,Yes,Month-to-Month,No,Mailed check,31.366607955014764,1113.6216478231631,1
4465,Male,0,Yes,Yes,12,No,No phone service,DSL,No internet service,Yes,No internet service,Yes,Yes,No,Two Year,Yes,Mailed check,96.24266936577484,2964.2320995000273,1
4466,Female,1,Yes,No,69,No,No,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No,Two Year,Yes,Mailed check,77.33749825204829,3839.13214539645,1
4467,Male,1,Yes,Yes,42,No,Yes,No,No internet service,No internet service,No internet service,Yes,No,Yes,Month-to-Month,No,Mailed check,111.83028809777976,5312.585625034009,1
4468,Male,0,No,No,10,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,No,No internet service,One Year,No,Bank transfer (automatic),115.10995226885878,2821.5339606842895,1
4469,Female,1,Yes,Yes,53,No,Yes,Fiber optic,Yes,Yes,No,No internet service,Yes,No internet service,Month-to-Month,No,Mailed check,60.35773282176922,5071.685270551704,1
4470,Female,0,Yes,Yes,34,Yes,No,DSL,Yes,Yes,No,Yes,No internet service,Yes,Two Year,No,Electronic check,114.54902100578518,1558.695060856047,1
4471,Female,0,Yes,Yes,27,No,Yes,DSL,Yes,No,No internet service,No,No,No,Month-to-Month,Yes,Electronic check,73.72838610868962,3474.1972550304263,0
4472,Female,1,No,Yes,30,No,No,No,No internet service,No,Yes,No internet service,No internet service,No,Two Year,No,Credit card (automatic),57.3912535611688,2559.8192963519055,0
4473,Male,0,No,Yes,61,No,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No,No internet service,Two Year,Yes,Credit card (automatic),75.30909821145889,5523.364006270895,1
4474,Female,1,Yes,No,23,Yes,No phone service,DSL,Yes,No internet service,Yes,Yes,No,Yes,Month-to-Month,No,Bank transfer (automatic),76.3447079616827,804.754811257326,1
4475,Male,0,No,No,46,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No internet service,Yes,Two Year,No,Credit card (automatic),44.33198259903196,5380.786885010259,0
4476,Female,0,No,Yes,36,No,Yes,DSL,Yes,Yes,No internet service,Yes,No internet service,Yes,Month-to-Month,No,Credit card (automatic),84.02315934255549,6844.844119048292,0
4477,Female,1,Yes,No,51,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No,One Year,No,Electronic check,63.42649520785077,1642.740747397955,1
4478,Female,1,Yes,No,29,No,No phone service,DSL,No internet service,No internet service,No internet service,No,Yes,Yes,One Year,No,Mailed check,87.99659898677606,2825.1953065408884,1
4479,Female,1,Yes,Yes,65,No,No,No,Yes,No internet service,No internet service,No,Yes,Yes,Two Year,Yes,Mailed check,57.81223058479196,7534.178494802936,0
4480,Female,0,Yes,Yes,13,No,No,DSL,No internet service,No,No internet service,No internet service,Yes,No,One Year,No,Electronic check,34.14026928727409,6659.913061849834,0
4481,Female,1,No,Yes,23,No,No,Fiber optic,Yes,Yes,No,No internet service,No,No internet service,Month-to-Month,No,Credit card (automatic),119.6000568123704,3221.5094067823584,1
4482,Female,0,Yes,No,64,Yes,No phone service,DSL,No internet service,Yes,Yes,No internet service,Yes,No internet service,One Year,Yes,Credit card (automatic),103.55749678333078,2288.7582916873944,1
4483,Male,1,Yes,Yes,32,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,No,Yes,One Year,No,Credit card (automatic),47.309425624711466,7861.178234558711,0
4484,Female,1,No,No,61,No,No phone service,No,No internet service,Yes,No,No internet service,No internet service,No,One Year,Yes,Bank transfer (automatic),96.0032112925933,5791.415961775186,1
4485,Female,0,Yes,No,32,Yes,No,DSL,No internet service,No,No,No,Yes,Yes,Two Year,No,Electronic check,27.442518213999993,4617.331924809359,1
4486,Female,0,Yes,No,35,No,Yes,DSL,No,No,No internet service,Yes,No internet service,Yes,One Year,No,Electronic check,31.451139919444643,6348.540396018284,0
4487,Female,1,No,No,45,No,Yes,Fiber optic,Yes,No internet service,Yes,No,Yes,No internet service,One Year,No,Credit card (automatic),28.61643405681299,2633.7912545416007,0
4488,Female,0,Yes,No,57,Yes,No,Fiber optic,No internet service,No,No,No,No,No internet service,Two Year,Yes,Bank transfer (automatic),94.64398627738612,530.636480834956,0
4489,Female,1,No,Yes,31,Yes,No,No,No,No,No,No internet service,No,Yes,Two Year,Yes,Mailed check,21.884336029393218,5105.734663490372,1
4490,Female,1,No,Yes,57,No,No phone service,DSL,No,No,No internet service,Yes,No,No internet service,Two Year,No,Electronic check,92.44525506977953,6600.173722366325,1
4491,Male,1,Yes,No,8,No,Yes,No,No internet service,No,No,No,No internet service,Yes,One Year,No,Credit card (automatic),62.557274306451035,1884.703323559402,1
4492,Female,1,No,No,2,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No internet service,Two Year,No,Credit card (automatic),72.6295374868973,7966.795915474142,1
4493,Male,1,Yes,Yes,2,Yes,No,No,No internet service,Yes,Yes,No internet service,No,Yes,Month-to-Month,Yes,Bank transfer (automatic),90.36945124320827,6774.0333683247245,1
4494,Male,1,Yes,No,64,Yes,Yes,DSL,No internet service,No,No internet service,Yes,Yes,Yes,Month-to-Month,No,Mailed check,47.19860015570168,6424.413992987374,0
4495,Female,0,No,No,22,No,No,Fiber optic,No internet service,No internet service,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed check,67.87284516093898,5067.534068723708,1
4496,Female,1,Yes,No,68,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No,One Year,Yes,Mailed check,101.93374027241767,2024.5301008808153,0
4497,Female,1,Yes,Yes,48,No,Yes,No,No,Yes,Yes,Yes,No,No,Two Year,Yes,Credit card (automatic),24.33632687321431,7453.558156500121,1
4498,Female,1,No,Yes,71,No,No,Fiber optic,No internet service,No internet service,No,Yes,No internet service,No,One Year,Yes,Bank transfer (automatic),52.841112964831474,7988.752147518569,0
4499,Female,1,Yes,Yes,10,No,No,No,No internet service,No internet service,Yes,No,Yes,Yes,One Year,No,Bank transfer (automatic),20.00168789628515,5960.448212146335,1
4500,Male,1,Yes,No,14,Yes,Yes,No,No,No internet service,No internet service,No,No,No,Month-to-Month,No,Electronic check,91.21123509915155,3683.6712150453873,1
4501,Male,1,No,No,7,Yes,Yes,No,Yes,No internet service,No internet service,No,Yes,No,Month-to-Month,Yes,Mailed check,53.77273699739804,6007.285170804048,1
4502,Male,0,Yes,Yes,45,Yes,No,DSL,No internet service,No,No,No,No,No,Month-to-Month,Yes,Mailed check,35.34793079648681,6309.65605190504,0
4503,Male,1,Yes,Yes,57,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,No internet service,Month-to-Month,Yes,Bank transfer (automatic),33.82834280031003,1939.2895063766207,1
4504,Male,1,No,Yes,65,No,No,DSL,No internet service,No,Yes,No internet service,No,No,One Year,No,Bank transfer (automatic),62.652968851471364,1710.4774445080552,0
4505,Male,1,No,No,33,No,Yes,DSL,No,No internet service,No,Yes,No,No internet service,One Year,No,Mailed check,114.40784754681742,2842.6972161357517,1
4506,Male,0,No,No,3,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,Yes,No,Month-to-Month,Yes,Mailed check,30.42228082422897,3852.7414898630477,1
4507,Male,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,No internet service,Yes,Yes,No internet service,One Year,Yes,Bank transfer (automatic),69.88810700553896,3100.2380568394037,0
4508,Female,1,Yes,Yes,29,No,No,No,No,No,Yes,No,Yes,No internet service,Month-to-Month,No,Bank transfer (automatic),63.38770192173449,7456.94153922675,1
4509,Male,0,Yes,Yes,32,No,Yes,DSL,No internet service,No internet service,No internet service,No,No,No,Two Year,No,Electronic check,110.05535287517294,3596.3110172538386,0
4510,Male,0,Yes,Yes,25,No,No phone service,Fiber optic,No,Yes,No internet service,No internet service,Yes,No,Month-to-Month,No,Electronic check,51.64457415096024,7011.945810710504,0
4511,Male,1,No,No,71,Yes,No phone service,No,Yes,No,No,No internet service,No,Yes,One Year,No,Electronic check,101.26491858884944,7535.315042837895,1
4512,Male,0,No,Yes,22,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,No,No internet service,Two Year,Yes,Bank transfer (automatic),42.13039108526999,3564.4589011765484,1
4513,Male,0,No,Yes,19,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One Year,No,Electronic check,31.52026749747371,6045.158690265824,0
4514,Male,0,Yes,Yes,19,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No internet service,No,One Year,Yes,Credit card (automatic),117.68804387124483,1244.381459684549,0
4515,Female,0,No,Yes,61,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No,No,One Year,No,Mailed check,89.27920535810085,2918.589418680709,0
4516,Male,1,Yes,No,1,No,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,Yes,One Year,Yes,Mailed check,31.469646741960183,3742.7053331182105,0
4517,Male,1,No,Yes,42,Yes,No,Fiber optic,No internet service,No internet service,No,No,Yes,Yes,Two Year,Yes,Credit card (automatic),32.79105345999238,3399.4479894412852,1
4518,Male,0,No,No,23,No,No,No,No,No internet service,No internet service,Yes,No,Yes,Two Year,Yes,Credit card (automatic),99.72420827215961,2868.371693847175,1
4519,Male,0,No,No,12,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No,One Year,No,Electronic check,108.2661574132818,3151.680035444428,1
4520,Male,1,No,No,48,Yes,No phone service,No,No internet service,Yes,Yes,No internet service,No,Yes,One Year,Yes,Electronic check,105.39034332307467,1116.3710546730513,1
4521,Female,1,No,No,27,No,No phone service,Fiber optic,No,Yes,Yes,No internet service,No internet service,No,One Year,Yes,Mailed check,25.831456622749176,7682.300284898273,1
4522,Male,1,Yes,No,53,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No internet service,Yes,One Year,No,Credit card (automatic),53.52817604184272,5712.014680211577,0
4523,Female,1,Yes,Yes,24,No,No phone service,DSL,No,No internet service,No,No internet service,No,No,Two Year,No,Electronic check,27.721832446476817,483.2984888755049,1
4524,Male,0,No,No,46,No,No,Fiber optic,No internet service,No,No,No internet service,No internet service,No internet service,Month-to-Month,Yes,Electronic check,114.34664771435415,2420.6183640357212,0
4525,Female,0,No,Yes,63,No,No,Fiber optic,No,No,No,Yes,No,Yes,One Year,Yes,Bank transfer (automatic),60.586434470067026,2143.3110991296153,1
4526,Female,1,No,No,26,Yes,No,No,No,No,No internet service,No,Yes,Yes,Two Year,Yes,Electronic check,24.782045686504443,4692.291294192203,0
4527,Male,1,No,No,2,Yes,Yes,No,No internet service,No,No internet service,No,No internet service,No internet service,Month-to-Month,Yes,Bank transfer (automatic),70.70753187587007,6882.027627824252,0
4528,Male,1,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No internet service,One Year,No,Bank transfer (automatic),72.12506020343648,5375.641312967606,0
4529,Male,0,Yes,No,30,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,Yes,No internet service,Month-to-Month,No,Credit card (automatic),57.10466702076213,163.9776219129272,1
4530,Male,1,Yes,Yes,10,No,No,DSL,No internet service,No,Yes,Yes,No,No,Two Year,Yes,Bank transfer (automatic),94.38317146371982,3260.070754163916,1
4531,Female,0,Yes,Yes,9,No,Yes,No,No,No internet service,Yes,No internet service,Yes,Yes,One Year,Yes,Credit card (automatic),43.334618510602596,6740.45292856241,0
4532,Male,1,No,No,52,Yes,Yes,No,No,No,No internet service,No,Yes,No,Month-to-Month,Yes,Bank transfer (automatic),57.557796202646024,5584.652303348902,1
4533,Male,1,Yes,Yes,25,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No internet service,Month-to-Month,Yes,Credit card (automatic),24.37967966684065,547.7729104023574,1
4534,Male,0,No,No,57,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank transfer (automatic),112.22253074923539,5749.828983904145,0
4535,Female,1,No,No,64,No,No phone service,DSL,Yes,No internet service,Yes,Yes,Yes,No,Two Year,Yes,Electronic check,20.476977112227882,6077.463650167033,0
4536,Female,0,Yes,No,67,No,No,No,No,Yes,No,Yes,No internet service,No internet service,Month-to-Month,No,Mailed check,92.11782622250847,422.62604820361173,0
4537,Male,1,No,Yes,38,Yes,Yes,No,No,Yes,Yes,No internet service,Yes,Yes,Month-to-Month,No,Credit card (automatic),44.20761226656259,6925.0605160729265,0
4538,Female,1,No,No,10,No,No phone service,No,No,Yes,No,Yes,Yes,No,Two Year,Yes,Credit card (automatic),57.2048771374378,2142.782925106936,1
4539,Male,1,Yes,Yes,46,No,No phone service,DSL,No,No,No,Yes,Yes,No,One Year,No,Electronic check,68.65274056213468,1208.334897887669,0
4540,Male,1,Yes,No,70,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,Yes,No,One Year,No,Credit card (automatic),64.35639065290596,5230.998312138867,1
4541,Male,0,No,No,27,No,No phone service,No,No internet service,No,No internet service,Yes,No internet service,Yes,Month-to-Month,No,Credit card (automatic),88.7680319686802,2949.7075919578,0
4542,Female,0,Yes,No,44,No,Yes,No,No,Yes,No,No,No internet service,Yes,Month-to-Month,Yes,Electronic check,109.7463910924674,440.91236951392074,1
4543,Male,1,No,No,12,Yes,No phone service,No,No internet service,No,No internet service,No internet service,Yes,No,One Year,No,Mailed check,68.93642893884284,4615.969677181683,0
4544,Female,0,Yes,Yes,22,No,No phone service,No,Yes,No internet service,No,Yes,No,No internet service,Two Year,No,Bank transfer (automatic),72.91766675960626,757.9617959051875,1
4545,Male,0,No,Yes,35,No,No,DSL,Yes,Yes,No internet service,No internet service,No internet service,Yes,Month-to-Month,No,Mailed check,93.12568002339184,474.4107725963021,1
4546,Female,1,No,Yes,16,Yes,No phone service,No,No,No internet service,No,No internet service,No internet service,No internet service,One Year,No,Mailed check,47.40264382283666,980.6239822308901,0
4547,Female,1,Yes,Yes,41,Yes,No phone service,No,No,No,No internet service,No,Yes,Yes,Month-to-Month,No,Bank transfer (automatic),64.3504997911272,7734.559496313007,1
4548,Male,1,No,No,32,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,No,Month-to-Month,Yes,Credit card (automatic),31.711352783747508,2022.8120056814194,1
4549,Female,0,Yes,Yes,39,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-Month,No,Bank transfer (automatic),64.18927472962382,2887.854679471109,1
4550,Male,1,Yes,Yes,1,No,Yes,DSL,Yes,Yes,No,No,Yes,No internet service,One Year,Yes,Bank transfer (automatic),73.59085608922247,4362.46632816351,1
4551,Male,0,No,Yes,34,No,No,No,No,Yes,No internet service,Yes,Yes,Yes,One Year,Yes,Mailed check,84.93172371327954,5494.264612034336,1
4552,Female,1,Yes,No,41,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No,Yes,Two Year,No,Credit card (automatic),37.14246487257187,1738.9356792573062,0
4553,Female,0,Yes,Yes,69,No,No phone service,DSL,No internet service,Yes,Yes,No internet service,No internet service,Yes,Month-to-Month,Yes,Mailed check,76.20524397717764,3817.674010945246,0
4554,Female,0,No,Yes,31,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,No,Two Year,Yes,Bank transfer (automatic),73.27875803102853,1862.7187976062394,1
4555,Female,1,No,No,23,Yes,Yes,No,No,Yes,No,No,Yes,No,One Year,Yes,Electronic check,29.772516024137225,6572.91034216767,0
4556,Female,1,Yes,No,58,No,Yes,Fiber optic,No internet service,Yes,No,No internet service,Yes,No,One Year,No,Electronic check,98.16983940261053,5277.384688036855,1
4557,Female,0,No,Yes,33,Yes,No phone service,No,No internet service,Yes,Yes,No internet service,No internet service,Yes,Two Year,No,Electronic check,111.36133846281051,3223.8169946558346,1
4558,Male,1,Yes,No,26,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,No,No internet service,Month-to-Month,Yes,Mailed check,97.1737050158685,2246.6662222280215,0
4559,Male,0,Yes,Yes,23,No,Yes,Fiber optic,No internet service,No,No internet service,No,No internet service,Yes,One Year,No,Bank transfer (automatic),48.00544644543332,2640.925539632444,0
4560,Male,1,Yes,No,15,No,Yes,No,Yes,No,No,Yes,Yes,No,Two Year,Yes,Mailed check,56.70046595372097,4907.021217218553,1
4561,Female,0,No,No,24,No,No phone service,No,No,No internet service,Yes,No,Yes,Yes,One Year,No,Credit card (automatic),101.13487548183632,6501.716518312352,1
4562,Male,1,No,No,61,No,No,Fiber optic,No,No,No,Yes,No internet service,No internet service,Two Year,Yes,Mailed check,111.97681083827244,2207.223961333325,1
4563,Female,0,No,No,46,Yes,Yes,No,No internet service,No,No,Yes,No,No,Month-to-Month,No,Electronic check,30.110669813212326,2350.328305427821,1
4564,Male,1,Yes,No,55,No,No phone service,Fiber optic,No,No internet service,No,Yes,No internet service,No,Month-to-Month,Yes,Mailed check,25.691919176516702,6318.065770201258,1
4565,Male,1,No,No,65,No,No,DSL,No,Yes,Yes,No internet service,No internet service,No internet service,Month-to-Month,No,Mailed check,113.59851793937027,2752.883821134791,0
4566,Female,1,No,No,30,Yes,No phone service,No,Yes,No,Yes,No,Yes,Yes,One Year,Yes,Credit card (automatic),40.260416669011406,3446.052592675759,0
4567,Male,1,No,Yes,57,Yes,No,DSL,No internet service,Yes,No,No,Yes,No,One Year,No,Bank transfer (automatic),81.80747766020508,6673.476805019967,0
4568,Male,0,No,No,1,No,No phone service,DSL,No internet service,No internet service,No,No internet service,Yes,Yes,Month-to-Month,No,Electronic check,84.89860190913132,6732.610056365464,1
4569,Female,1,Yes,Yes,4,Yes,No,No,Yes,Yes,No,Yes,No internet service,No,One Year,No,Bank transfer (automatic),95.98583757614603,5271.972271993602,1
4570,Female,1,No,Yes,10,No,Yes,No,No internet service,Yes,No,Yes,No internet service,No,Month-to-Month,Yes,Credit card (automatic),50.427847107793724,4013.0343617661288,1
4571,Female,1,Yes,Yes,2,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,No,No internet service,Month-to-Month,Yes,Credit card (automatic),53.015140611508166,4968.446913174613,0
4572,Female,0,Yes,No,37,No,No,Fiber optic,No,Yes,No internet service,Yes,No internet service,No internet service,One Year,Yes,Mailed check,66.2719333847856,4321.119279879782,0
4573,Female,1,No,No,8,No,No,DSL,No,No,No internet service,No,No internet service,Yes,Two Year,Yes,Credit card (automatic),92.56363562445905,1567.2316716402956,0
4574,Female,0,No,Yes,14,No,Yes,DSL,No,No internet service,Yes,Yes,No,No,Two Year,Yes,Mailed check,39.1809416406842,4842.360580177732,0
4575,Female,0,Yes,No,56,No,No phone service,DSL,No internet service,Yes,No,No internet service,No,Yes,Two Year,No,Credit card (automatic),36.17572308196944,1729.115587891231,0
4576,Male,1,No,Yes,70,No,Yes,No,Yes,No internet service,No internet service,Yes,Yes,Yes,One Year,Yes,Mailed check,106.73512023971051,7103.303086243736,1
4577,Male,1,Yes,Yes,3,No,Yes,No,No,Yes,No,Yes,No,No,Month-to-Month,No,Electronic check,40.70830715181789,2922.3167699225096,0
4578,Female,1,Yes,No,41,Yes,No,DSL,Yes,No internet service,Yes,Yes,No internet service,No internet service,One Year,No,Electronic check,73.45898672788226,1826.028473752758,1
4579,Male,0,No,Yes,49,Yes,No phone service,DSL,No internet service,Yes,No internet service,No,No,Yes,Month-to-Month,No,Credit card (automatic),74.67195239857932,3509.243477865127,1
4580,Male,0,Yes,Yes,44,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No,Month-to-Month,Yes,Mailed check,89.15998939115886,5013.441386097929,0
4581,Male,1,Yes,No,5,No,No,No,No internet service,Yes,No internet service,Yes,No internet service,Yes,Month-to-Month,Yes,Electronic check,109.20648275473772,5817.9503101465425,0
4582,Male,1,Yes,No,29,Yes,No,No,No,Yes,No internet service,No internet service,No internet service,No internet service,Two Year,No,Electronic check,108.72355831662433,1924.5233521549317,1
4583,Female,0,Yes,Yes,25,No,Yes,No,No,No internet service,Yes,No internet service,No,No internet service,Month-to-Month,No,Credit card (automatic),74.98037810931628,2894.841102349993,0
4584,Female,1,No,No,35,Yes,Yes,DSL,No internet service,Yes,Yes,No,Yes,Yes,One Year,No,Electronic check,80.97711987356216,1025.7111452396457,1
4585,Male,0,No,Yes,27,Yes,No phone service,Fiber optic,No,No,No,No internet service,Yes,No,Two Year,Yes,Credit card (automatic),70.68640659809917,5791.8794392171685,0
4586,Male,0,No,Yes,2,No,No,DSL,No,No internet service,No internet service,No internet service,No internet service,Yes,Two Year,Yes,Electronic check,49.929646927416975,3712.679459604289,1
4587,Male,1,No,No,11,No,No,DSL,Yes,No,No,Yes,Yes,No internet service,Month-to-Month,Yes,Credit card (automatic),25.448092288592154,354.41453692661116,0
4588,Male,0,Yes,Yes,14,No,No phone service,DSL,No,Yes,No,Yes,No,No internet service,Two Year,Yes,Electronic check,58.636515179843244,325.12867446088455,1
4589,Female,0,Yes,No,20,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-Month,No,Mailed check,59.64154907495633,4075.8319960500357,1
4590,Male,1,No,Yes,36,Yes,Yes,No,No internet service,No internet service,Yes,No internet service,Yes,No,One Year,No,Electronic check,97.86569176631704,4221.856077757545,0
4591,Female,1,No,Yes,7,No,Yes,DSL,Yes,Yes,No,No internet service,Yes,Yes,Two Year,No,Mailed check,112.6236374018901,187.7917825144006,0
4592,Female,0,No,Yes,63,Yes,No,DSL,No internet service,Yes,No internet service,Yes,No,No internet service,One Year,Yes,Bank transfer (automatic),70.9600748581704,4655.916985660672,0
4593,Female,1,No,Yes,38,Yes,Yes,No,No internet service,Yes,Yes,No internet service,No internet service,Yes,One Year,Yes,Mailed check,60.0958781661832,7994.568773521838,1
4594,Female,0,Yes,Yes,18,No,No phone service,Fiber optic,No,Yes,No internet service,No,No,No,One Year,No,Mailed check,37.275410237546616,4706.82463750812,0
